Person,Skill,Rating
Person 249,Java,4
Person 249,Python,2
Person 249,R,3
Person 249,Kotlin,1
Person 250,Swift,3
Person 250,JavaScript,5
Person 250,Go,4
Person 251,PHP,5
Person 252,Swift,5
Person 252,Python,2
Person 252,JavaScript,5
Person 252,Java,5
Person 252,Ruby,2
Person 252,C,2
Person 252,Kotlin,2
Person 253,R,5
Person 253,C++,3
Person 253,Ruby,2
Person 254,Swift,3
Person 254,Python,1
Person 254,C++,3
Person 254,Ruby,2
Person 254,C,3
Person 254,Kotlin,5
Person 254,Go,4
Person 254,JavaScript,5
Person 254,R,3
Person 254,Java,2
Person 255,C++,3
Person 255,Go,2
Person 255,JavaScript,3
Person 255,Kotlin,5
Person 255,R,1
Person 255,Swift,2
Person 255,Python,1
Person 255,Ruby,1
Person 256,R,2
Person 256,JavaScript,4
Person 256,Swift,1
Person 256,Kotlin,5
Person 256,C++,5
Person 256,C,5
Person 256,Python,2
Person 256,Ruby,4
Person 256,Java,1
Person 257,C,5
Person 257,JavaScript,1
Person 257,Go,3
Person 257,R,2
Person 257,Java,1
Person 257,C++,5
Person 257,Kotlin,5
Person 257,Python,3
Person 258,PHP,2
Person 258,JavaScript,4
Person 258,Java,4
Person 258,Swift,3
Person 258,C++,1
Person 259,R,3
Person 259,Go,2
Person 259,C,5
Person 259,Java,3
Person 259,PHP,1
Person 259,Kotlin,3
Person 259,C++,2
Person 259,Ruby,1
Person 259,Python,5
Person 259,Swift,3
Person 260,Java,2
Person 260,C,5
Person 260,Swift,3
Person 260,Python,1
Person 260,JavaScript,3
Person 260,Go,2
Person 260,Ruby,1
Person 261,Java,5
Person 261,PHP,3
Person 261,C,4
Person 261,C++,3
Person 261,Ruby,3
Person 262,Go,1
Person 263,JavaScript,3
Person 263,Java,5
Person 263,C,3
Person 263,R,5
Person 263,Ruby,4
Person 263,Kotlin,5
Person 263,Swift,3
Person 264,C,2
Person 264,Swift,5
Person 264,Kotlin,3
Person 265,Kotlin,2
Person 265,C++,3
Person 265,PHP,4
Person 265,C,3
Person 265,Swift,2
Person 265,R,5
Person 266,PHP,3
Person 266,Swift,2
Person 266,C,5
Person 266,JavaScript,1
Person 266,Go,4
Person 266,Python,1
Person 267,Swift,5
Person 267,C,4
Person 267,JavaScript,1
Person 267,Ruby,1
Person 267,C++,4
Person 267,PHP,5
Person 267,Java,2
Person 267,Python,2
Person 267,R,4
Person 268,Swift,2
Person 268,C,4
Person 268,Python,3
Person 268,Ruby,1
Person 269,PHP,5
Person 269,Ruby,1
Person 269,C,5
Person 269,R,4
Person 269,JavaScript,1
Person 269,Go,3
Person 269,C++,5
Person 269,Java,3
Person 270,Go,4
Person 270,Ruby,3
Person 270,C++,1
Person 270,Python,2
Person 270,R,3
Person 270,Swift,2
Person 270,Java,2
Person 270,Kotlin,1
Person 270,PHP,1
Person 271,Kotlin,4
Person 271,R,4
Person 271,Swift,2
Person 271,C++,2
Person 271,Go,1
Person 272,Ruby,1
Person 272,Java,2
Person 272,Swift,1
Person 272,Kotlin,3
Person 272,JavaScript,2
Person 272,C,5
Person 273,Ruby,2
Person 273,R,5
Person 273,Python,4
Person 273,Java,1
Person 273,JavaScript,5
Person 273,C,2
Person 273,Swift,3
Person 273,C++,3
Person 274,PHP,4
Person 274,C,2
Person 274,Java,1
Person 274,R,1
Person 274,Kotlin,1
Person 274,Go,2
Person 274,JavaScript,3
Person 274,Python,4
Person 274,Ruby,1
Person 274,Swift,2
Person 275,Java,2
Person 275,Go,1
Person 275,Kotlin,2
Person 275,C,1
Person 275,PHP,1
Person 275,Python,4
Person 275,R,2
Person 275,JavaScript,5
Person 275,Ruby,1
Person 275,Swift,2
Person 276,Go,4
Person 277,C++,2
Person 277,Kotlin,5
Person 278,Kotlin,5
Person 279,PHP,1
Person 279,C,5
Person 279,Python,3
Person 279,Ruby,2
Person 279,Java,5
Person 280,Java,2
Person 280,Kotlin,1
Person 281,Java,3
Person 281,Ruby,5
Person 281,Swift,4
Person 281,R,4
Person 281,JavaScript,2
Person 281,Kotlin,1
Person 281,PHP,4
Person 281,Python,4
Person 281,Go,2
Person 281,C,5
Person 282,Ruby,3
Person 282,C++,5
Person 282,PHP,1
Person 282,R,4
Person 282,Kotlin,1
Person 282,C,5
Person 283,Ruby,1
Person 283,Go,3
Person 283,Java,4
Person 283,PHP,1
Person 283,R,3
Person 283,JavaScript,1
Person 283,Swift,2
Person 283,Python,3
Person 284,Java,3
Person 284,Ruby,3
Person 284,JavaScript,1
Person 284,PHP,2
Person 284,R,4
Person 284,Kotlin,5
Person 285,Ruby,5
Person 285,Swift,4
Person 285,C++,4
Person 285,R,2
Person 285,PHP,1
Person 285,Python,5
Person 285,Kotlin,3
Person 285,C,2
Person 286,Swift,2
Person 286,Go,1
Person 286,C,1
Person 286,Python,4
Person 286,R,1
Person 286,PHP,4
Person 286,C++,5
Person 286,JavaScript,2
Person 287,Java,3
Person 287,R,5
Person 287,Ruby,4
Person 287,Swift,1
Person 287,Kotlin,4
Person 287,PHP,3
Person 287,JavaScript,2
Person 287,Go,3
Person 287,C,5
Person 287,Python,2
Person 288,Swift,1
Person 288,PHP,1
Person 288,JavaScript,5
Person 288,C,5
Person 288,Go,2
Person 289,C++,4
Person 289,Ruby,1
Person 289,Python,1
Person 289,R,4
Person 289,Swift,5
Person 289,C,4
Person 289,Kotlin,4
Person 289,Java,1
Person 289,JavaScript,3
Person 290,C++,4
Person 290,JavaScript,3
Person 290,PHP,2
Person 291,Swift,3
Person 291,Ruby,1
Person 291,PHP,2
Person 291,Kotlin,3
Person 291,Java,5
Person 291,C,1
Person 291,C++,3
Person 292,R,4
Person 292,Java,5
Person 292,JavaScript,2
Person 292,PHP,4
Person 292,Swift,3
Person 293,PHP,4
Person 294,Ruby,3
Person 294,Python,2
Person 294,Java,3
Person 294,JavaScript,4
Person 294,C++,4
Person 294,Swift,1
Person 294,Kotlin,3
Person 295,JavaScript,1
Person 295,R,1
Person 296,C,5
Person 296,Kotlin,3
Person 296,Python,5
Person 296,Go,3
Person 296,PHP,2
Person 296,JavaScript,3
Person 296,Java,4
Person 296,Ruby,3
Person 297,C++,4
Person 297,Go,2
Person 297,Java,5
Person 297,JavaScript,4
Person 298,JavaScript,4
Person 298,R,1
Person 298,Go,4
Person 298,Swift,4
Person 298,Java,1
Person 298,C,5
Person 298,PHP,3
Person 299,JavaScript,3
Person 299,C,3
Person 299,Swift,2
Person 299,C++,2
Person 299,PHP,5
Person 299,Kotlin,2
Person 299,R,3
Person 300,R,1
Person 300,Java,2
Person 300,Ruby,5
Person 300,Go,3
Person 300,Python,3
Person 300,Kotlin,4
Person 301,Ruby,1
Person 302,Swift,3
Person 302,Java,4
Person 302,PHP,1
Person 302,C,3
Person 302,Kotlin,1
Person 302,Go,5
Person 303,Java,5
Person 303,PHP,3
Person 303,Ruby,4
Person 303,C,1
Person 303,Swift,5
Person 303,JavaScript,2
Person 303,Kotlin,1
Person 304,PHP,3
Person 304,Go,1
Person 304,R,4
Person 304,Python,2
Person 305,PHP,5
Person 305,Ruby,1
Person 305,C,4
Person 305,Swift,3
Person 305,Kotlin,1
Person 305,Java,4
Person 305,Python,2
Person 306,Python,1
Person 307,Swift,1
Person 307,JavaScript,1
Person 307,Java,1
Person 307,Go,3
Person 308,PHP,5
Person 308,Java,5
Person 308,Python,2
Person 308,Go,4
Person 308,Swift,2
Person 308,C,2
Person 308,C++,5
Person 308,R,2
Person 309,Swift,1
Person 309,Ruby,1
Person 309,C,3
Person 309,R,2
Person 309,Java,2
Person 309,PHP,4
Person 309,Go,1
Person 309,Kotlin,5
Person 310,Python,3
Person 310,Kotlin,1
Person 310,JavaScript,3
Person 310,C++,1
Person 310,Go,4
Person 310,Java,4
Person 310,PHP,5
Person 310,C,2
Person 311,Swift,1
Person 312,PHP,2
Person 312,Kotlin,5
Person 312,C++,3
Person 312,C,3
Person 313,C++,2
Person 313,Kotlin,5
Person 313,Ruby,2
Person 313,PHP,1
Person 314,Swift,5
Person 314,Java,2
Person 314,C++,4
Person 314,Python,2
Person 314,R,3
Person 314,Kotlin,5
Person 314,Ruby,5
Person 315,Java,2
Person 315,PHP,2
Person 315,Kotlin,2
Person 315,JavaScript,4
Person 315,Go,4
Person 316,Python,5
Person 316,Ruby,1
Person 317,R,2
Person 317,Kotlin,5
Person 317,Swift,4
Person 317,Ruby,2
Person 317,C++,2
Person 318,R,1
Person 318,Java,2
Person 318,Kotlin,2
Person 318,Python,5
Person 318,Go,3
Person 318,Ruby,5
Person 318,JavaScript,5
Person 319,PHP,3
Person 319,Ruby,2
Person 319,Swift,2
Person 319,C++,1
Person 319,Go,1
Person 319,R,2
Person 319,Kotlin,2
Person 320,Ruby,2
Person 321,Swift,5
Person 321,C,5
Person 321,Kotlin,1
Person 321,Ruby,5
Person 321,PHP,1
Person 322,R,2
Person 322,C++,4
Person 322,Swift,1
Person 322,C,3
Person 322,Java,4
Person 322,JavaScript,2
Person 322,Kotlin,5
Person 323,Python,4
Person 323,PHP,3
Person 324,Kotlin,5
Person 324,Swift,5
Person 324,JavaScript,5
Person 325,Swift,2
Person 325,Java,1
Person 325,Go,1
Person 325,JavaScript,2
Person 325,Ruby,4
Person 325,PHP,3
Person 325,Kotlin,5
Person 325,C,1
Person 325,C++,5
Person 325,R,1
Person 326,Kotlin,1
Person 326,Swift,1
Person 326,JavaScript,5
Person 326,PHP,4
Person 326,Go,3
Person 327,C++,3
Person 327,R,5
Person 327,C,2
Person 328,Ruby,5
Person 328,Python,1
Person 328,C,5
Person 328,R,3
Person 328,C++,4
Person 328,Kotlin,2
Person 328,PHP,2
Person 329,JavaScript,4
Person 329,Java,4
Person 329,Kotlin,2
Person 329,Go,3
Person 329,C++,5
Person 329,R,2
Person 329,C,4
Person 330,R,1
Person 330,Kotlin,3
Person 330,C,4
Person 330,Python,1
Person 331,Java,4
Person 331,Ruby,3
Person 331,Python,5
Person 332,PHP,2
Person 332,C,2
Person 332,R,2
Person 332,Java,1
Person 332,Ruby,5
Person 332,Go,5
Person 332,Swift,5
Person 332,JavaScript,1
Person 333,C,3
Person 333,Swift,5
Person 333,C++,2
Person 334,Ruby,4
Person 334,Java,2
Person 334,Swift,3
Person 334,Python,5
Person 334,C++,4
Person 334,Kotlin,4
Person 334,JavaScript,2
Person 334,R,5
Person 334,C,5
Person 334,Go,1
Person 335,JavaScript,5
Person 335,C,3
Person 335,Ruby,1
Person 335,C++,1
Person 335,Python,1
Person 335,R,3
Person 336,Swift,3
Person 336,Python,3
Person 336,Kotlin,5
Person 336,JavaScript,4
Person 337,Java,4
Person 337,JavaScript,4
Person 337,PHP,3
Person 337,C++,1
Person 337,R,1
Person 338,Kotlin,3
Person 338,C++,3
Person 338,JavaScript,5
Person 338,C,2
Person 338,Python,4
Person 338,Swift,1
Person 338,R,3
Person 338,Go,1
Person 339,Go,2
Person 339,Kotlin,3
Person 339,Ruby,1
Person 339,Python,1
Person 339,C,5
Person 339,PHP,2
Person 339,C++,5
Person 339,JavaScript,4
Person 339,R,2
Person 339,Java,5
Person 340,C,5
Person 340,Go,2
Person 340,C++,3
Person 341,C++,4
Person 341,PHP,2
Person 341,Kotlin,5
Person 341,Go,3
Person 341,Python,4
Person 341,Swift,2
Person 341,C,5
Person 341,JavaScript,5
Person 341,Java,2
Person 341,Ruby,2
Person 342,Python,5
Person 342,C++,5
Person 342,Swift,2
Person 342,Java,3
Person 343,Java,1
Person 344,Ruby,3
Person 344,C++,3
Person 344,JavaScript,3
Person 345,Swift,3
Person 345,C,1
Person 345,Python,2
Person 345,Go,4
Person 345,C++,3
Person 345,PHP,4
Person 346,C++,5
Person 346,Python,5
Person 346,Kotlin,2
Person 346,PHP,4
Person 346,C,3
Person 346,Java,3
Person 346,JavaScript,1
Person 346,Ruby,3
Person 347,Python,4
Person 347,C,3
Person 347,Swift,1
Person 347,R,1
Person 347,Ruby,1
Person 347,Go,4
Person 348,PHP,5
Person 348,Java,3
Person 348,Kotlin,5
Person 348,Python,5
Person 348,Swift,3
Person 348,Go,1
Person 348,Ruby,2
Person 348,C,4
Person 349,Swift,1
Person 349,R,3
Person 349,C++,5
Person 349,PHP,1
Person 349,Kotlin,4
Person 349,Ruby,4
Person 349,Python,3
Person 350,Kotlin,2
Person 350,C++,4
Person 350,Java,4
Person 350,Go,3
Person 350,Swift,1
Person 351,Swift,4
Person 351,Python,3
Person 351,C++,3
Person 351,PHP,3
Person 351,R,5
Person 352,Kotlin,3
Person 352,R,3
Person 353,Java,3
Person 353,JavaScript,1
Person 353,R,4
Person 353,C,2
Person 353,Swift,4
Person 353,Ruby,4
Person 353,C++,4
Person 353,Python,3
Person 354,Go,1
Person 354,Kotlin,3
Person 354,Swift,1
Person 354,Python,1
Person 354,Ruby,3
Person 354,Java,5
Person 354,R,1
Person 355,Kotlin,1
Person 355,JavaScript,3
Person 356,Python,4
Person 356,Go,3
Person 356,JavaScript,2
Person 356,Java,3
Person 356,Swift,3
Person 356,C++,3
Person 356,PHP,5
Person 357,C++,5
Person 357,C,2
Person 357,Python,2
Person 357,Swift,4
Person 357,Kotlin,3
Person 357,Java,3
Person 358,C++,3
Person 358,Python,5
Person 358,Java,5
Person 358,R,5
Person 358,Go,5
Person 358,C,4
Person 358,JavaScript,2
Person 359,JavaScript,5
Person 359,C++,4
Person 360,R,2
Person 360,Go,3
Person 360,Ruby,1
Person 360,Kotlin,5
Person 360,Python,4
Person 360,Swift,2
Person 360,Java,3
Person 360,JavaScript,1
Person 360,PHP,3
Person 361,R,4
Person 361,PHP,2
Person 361,Python,5
Person 361,Java,1
Person 361,JavaScript,1
Person 361,Kotlin,2
Person 361,Swift,5
Person 362,PHP,5
Person 363,Kotlin,5
Person 363,C++,4
Person 363,Go,5
Person 363,JavaScript,3
Person 363,C,1
Person 363,R,5
Person 363,PHP,5
Person 363,Java,5
Person 363,Ruby,5
Person 364,C,1
Person 364,Ruby,2
Person 364,Swift,1
Person 365,C++,1
Person 365,Ruby,4
Person 365,Kotlin,1
Person 365,Swift,2
Person 365,C,4
Person 365,Python,1
Person 365,JavaScript,3
Person 365,PHP,2
Person 365,R,1
Person 366,Python,1
Person 366,Ruby,4
Person 366,C++,4
Person 366,Java,3
Person 367,C,3
Person 368,Swift,2
Person 368,R,3
Person 368,Python,4
Person 369,C,2
Person 369,PHP,1
Person 369,Swift,1
Person 369,Kotlin,4
Person 369,Ruby,5
Person 369,Python,2
Person 369,Go,1
Person 369,C++,5
Person 369,JavaScript,4
Person 370,Java,3
Person 371,R,2
Person 371,Swift,2
Person 371,Java,4
Person 371,Go,2
Person 371,C,5
Person 371,Python,2
Person 371,C++,5
Person 371,Kotlin,3
Person 371,JavaScript,3
Person 372,PHP,3
Person 372,Ruby,4
Person 372,JavaScript,2
Person 373,Go,4
Person 373,C,1
Person 373,JavaScript,3
Person 373,Python,2
Person 373,Kotlin,1
Person 374,JavaScript,5
Person 374,Go,5
Person 374,Java,2
Person 374,Swift,3
Person 374,Python,1
Person 374,Kotlin,1
Person 374,PHP,2
Person 374,C++,4
Person 374,C,4
Person 374,Ruby,2
Person 375,Java,3
Person 375,Ruby,2
Person 375,R,2
Person 375,Go,2
Person 375,Swift,1
Person 375,PHP,1
Person 376,Python,4
Person 376,Swift,2
Person 376,Ruby,2
Person 376,C++,4
Person 376,PHP,2
Person 376,Go,4
Person 376,Kotlin,5
Person 377,Go,1
Person 377,C++,5
Person 377,Ruby,1
Person 377,Java,1
Person 377,JavaScript,1
Person 377,Python,1
Person 377,R,3
Person 378,Swift,5
Person 378,C,4
Person 378,PHP,3
Person 378,Python,1
Person 378,Kotlin,3
Person 378,JavaScript,4
Person 378,R,3
Person 378,Go,1
Person 378,C++,3
Person 378,Java,4
Person 379,Swift,2
Person 380,JavaScript,3
Person 380,PHP,4
Person 380,Go,3
Person 381,Python,4
Person 381,PHP,5
Person 381,Ruby,3
Person 381,Swift,4
Person 382,Ruby,3
Person 382,C,2
Person 382,PHP,5
Person 383,PHP,4
Person 383,C,1
Person 383,Ruby,1
Person 383,Go,3
Person 383,Kotlin,3
Person 384,C++,5
Person 384,Go,5
Person 384,Swift,1
Person 384,PHP,1
Person 384,C,5
Person 384,Java,5
Person 384,Kotlin,5
Person 384,R,5
Person 385,Swift,5
Person 385,PHP,5
Person 385,Python,1
Person 386,Kotlin,4
Person 387,Swift,5
Person 387,Java,2
Person 387,Go,5
Person 387,JavaScript,2
Person 387,C++,4
Person 387,Kotlin,4
Person 387,PHP,3
Person 387,R,5
Person 388,PHP,3
Person 388,C,4
Person 389,Python,3
Person 390,Kotlin,1
Person 390,JavaScript,5
Person 390,C++,1
Person 390,C,1
Person 390,PHP,3
Person 391,R,2
Person 391,Go,4
Person 391,Python,4
Person 392,R,3
Person 392,Kotlin,2
Person 392,Java,1
Person 392,PHP,1
Person 392,Go,1
Person 392,JavaScript,2
Person 392,Python,2
Person 392,Ruby,2
Person 392,C++,3
Person 393,Java,2
Person 394,Python,4
Person 394,Go,3
Person 394,Java,5
Person 394,PHP,1
Person 394,JavaScript,2
Person 394,Kotlin,5
Person 394,Ruby,4
Person 394,Swift,3
Person 394,C++,2
Person 394,C,2
Person 395,Swift,5
Person 395,PHP,1
Person 395,C++,5
Person 395,JavaScript,3
Person 395,Python,3
Person 395,Kotlin,1
Person 395,R,5
Person 395,C,4
Person 395,Ruby,2
Person 396,C,1
Person 396,Java,5
Person 396,R,3
Person 396,PHP,4
Person 396,Python,1
Person 396,C++,5
Person 396,JavaScript,5
Person 396,Kotlin,1
Person 397,JavaScript,4
Person 398,Kotlin,4
Person 398,PHP,2
Person 399,Java,1
Person 399,R,2
Person 400,Java,3
Person 401,C,3
Person 401,JavaScript,1
Person 402,Python,3
Person 402,JavaScript,3
Person 402,Swift,4
Person 402,Go,5
Person 402,R,3
Person 402,Ruby,1
Person 402,C++,2
Person 403,PHP,4
Person 403,R,3
Person 403,C++,5
Person 403,JavaScript,2
Person 403,Python,2
Person 403,Java,3
Person 403,Ruby,1
Person 403,Kotlin,4
Person 403,Go,3
Person 404,Ruby,5
Person 404,C,4
Person 405,C,4
Person 405,PHP,3
Person 405,Python,1
Person 405,Kotlin,5
Person 405,Ruby,2
Person 405,Go,4
Person 405,Swift,4
Person 405,C++,5
Person 405,JavaScript,3
Person 406,C++,5
Person 406,PHP,3
Person 406,R,4
Person 406,Kotlin,4
Person 406,JavaScript,5
Person 406,Python,4
Person 406,Java,4
Person 406,Ruby,1
Person 406,C,3
Person 406,Swift,3
Person 407,Swift,5
Person 407,Python,3
Person 407,JavaScript,3
Person 407,Java,3
Person 407,Kotlin,4
Person 407,Go,4
Person 407,PHP,3
Person 407,Ruby,5
Person 408,R,1
Person 408,JavaScript,3
Person 408,Java,1
Person 409,Ruby,4
Person 409,Go,1
Person 409,PHP,4
Person 409,Swift,5
Person 409,Kotlin,3
Person 409,C,3
Person 410,Ruby,4
Person 410,Java,4
Person 410,Go,4
Person 410,Kotlin,5
Person 411,C++,4
Person 412,PHP,4
Person 412,JavaScript,1
Person 412,C++,5
Person 412,R,5
Person 412,Python,2
Person 412,C,1
Person 412,Kotlin,2
Person 412,Go,3
Person 413,Java,3
Person 414,Go,4
Person 414,R,3
Person 414,JavaScript,5
Person 414,Kotlin,2
Person 414,PHP,4
Person 414,Java,5
Person 414,C,1
Person 414,C++,1
Person 415,C++,5
Person 415,C,3
Person 415,Python,2
Person 415,Go,2
Person 415,JavaScript,4
Person 415,Kotlin,2
Person 415,Java,2
Person 416,Ruby,4
Person 416,Java,2
Person 416,JavaScript,5
Person 416,C++,4
Person 416,Kotlin,2
Person 417,Java,5
Person 418,Ruby,3
Person 418,C,5
Person 418,Python,2
Person 418,C++,5
Person 418,Kotlin,2
Person 418,JavaScript,3
Person 418,Swift,1
Person 418,Go,5
Person 418,PHP,3
Person 419,JavaScript,5
Person 419,Swift,4
Person 419,C,3
Person 419,Ruby,5
Person 419,C++,5
Person 419,Java,1
Person 419,Go,1
Person 420,Go,5
Person 420,Python,5
Person 420,JavaScript,1
Person 420,Kotlin,1
Person 420,Swift,2
Person 420,R,2
Person 420,PHP,3
Person 420,C,1
Person 421,Ruby,3
Person 421,Python,3
Person 421,R,2
Person 422,Java,2
Person 422,PHP,5
Person 422,C,3
Person 422,Go,1
Person 422,Python,2
Person 422,R,4
Person 423,Swift,4
Person 423,JavaScript,1
Person 424,Ruby,3
Person 424,Python,4
Person 424,PHP,3
Person 424,JavaScript,3
Person 424,Java,2
Person 424,Go,2
Person 424,R,4
Person 424,C,2
Person 424,Kotlin,4
Person 425,Swift,2
Person 425,PHP,4
Person 425,C++,4
Person 425,JavaScript,5
Person 425,R,4
Person 425,C,1
Person 425,Kotlin,3
Person 425,Java,4
Person 425,Ruby,2
Person 426,Ruby,5
Person 426,Go,1
Person 426,Java,5
Person 426,PHP,5
Person 427,Swift,5
Person 427,R,5
Person 427,PHP,1
Person 427,C++,2
Person 427,Python,3
Person 427,C,3
Person 427,Ruby,1
Person 427,Java,5
Person 428,R,5
Person 428,Swift,1
Person 428,PHP,5
Person 428,JavaScript,4
Person 428,Python,2
Person 429,JavaScript,3
Person 429,Go,2
Person 429,Ruby,1
Person 429,PHP,3
Person 429,C,5
Person 430,JavaScript,3
Person 430,Java,5
Person 430,Swift,5
Person 430,C,3
Person 430,PHP,5
Person 430,Ruby,5
Person 430,Python,2
Person 430,Go,3
Person 430,R,5
Person 431,Go,5
Person 431,JavaScript,2
Person 431,Swift,1
Person 431,PHP,1
Person 432,Ruby,4
Person 432,Swift,4
Person 433,Ruby,5
Person 433,PHP,1
Person 433,Go,2
Person 433,Swift,5
Person 433,Java,3
Person 434,Go,1
Person 434,Python,3
Person 434,Java,1
Person 434,Ruby,3
Person 434,JavaScript,4
Person 434,C,4
Person 434,Swift,1
Person 435,C,5
Person 435,JavaScript,2
Person 436,PHP,5
Person 436,JavaScript,2
Person 436,C++,1
Person 436,Swift,5
Person 436,R,1
Person 436,Java,5
Person 436,Ruby,4
Person 436,Go,2
Person 437,JavaScript,5
Person 437,Kotlin,2
Person 437,C++,4
Person 437,Ruby,1
Person 437,PHP,3
Person 437,Python,5
Person 438,C,1
Person 438,JavaScript,1
Person 438,Swift,1
Person 438,Go,5
Person 439,C++,5
Person 439,Go,3
Person 439,JavaScript,3
Person 439,PHP,1
Person 439,C,5
Person 439,Java,4
Person 440,PHP,5
Person 440,Java,4
Person 440,Python,3
Person 440,C++,2
Person 440,JavaScript,2
Person 440,R,1
Person 441,Ruby,4
Person 441,C,1
Person 441,Python,4
Person 441,C++,4
Person 441,Kotlin,3
Person 441,R,1
Person 441,JavaScript,5
Person 441,Java,3
Person 441,PHP,1
Person 442,C++,1
Person 443,JavaScript,3
Person 443,Go,4
Person 443,PHP,1
Person 443,Kotlin,1
Person 443,Ruby,1
Person 443,Python,1
Person 443,R,3
Person 444,C,2
Person 444,Kotlin,4
Person 444,Swift,1
Person 444,Python,5
Person 444,PHP,3
Person 445,Go,4
Person 445,Java,1
Person 445,C++,1
Person 445,C,2
Person 445,Kotlin,4
Person 446,Java,2
Person 446,Go,5
Person 446,Ruby,4
Person 446,PHP,2
Person 446,C++,3
Person 446,JavaScript,2
Person 446,C,2
Person 446,Swift,5
Person 446,Kotlin,2
Person 447,Kotlin,3
Person 448,R,3
Person 448,PHP,4
Person 449,Swift,5
Person 449,Ruby,1
Person 449,Python,3
Person 449,Kotlin,2
Person 449,R,3
Person 450,R,3
Person 450,Kotlin,3
Person 450,Go,3
Person 450,C,2
Person 450,Ruby,5
Person 450,Python,2
Person 450,Swift,4
Person 451,Swift,3
Person 451,Go,5
Person 451,Java,4
Person 451,Ruby,4
Person 451,C++,3
Person 451,PHP,5
Person 451,Kotlin,1
Person 451,Python,3
Person 452,Python,5
Person 452,Kotlin,5
Person 453,Swift,4
Person 453,Go,4
Person 453,Kotlin,4
Person 453,Ruby,5
Person 453,Java,1
Person 453,R,5
Person 453,Python,5
Person 454,C++,4
Person 454,Java,5
Person 454,Ruby,5
Person 454,Python,3
Person 454,JavaScript,2
Person 454,Swift,3
Person 454,Go,2
Person 454,R,5
Person 454,Kotlin,2
Person 455,JavaScript,4
Person 455,PHP,2
Person 455,C++,1
Person 455,Python,4
Person 455,Kotlin,1
Person 455,Ruby,3
Person 455,Java,5
Person 456,C++,5
Person 456,Kotlin,1
Person 456,Swift,1
Person 456,Ruby,3
Person 456,Java,5
Person 456,PHP,4
Person 456,R,5
Person 456,C,3
Person 457,R,3
Person 457,JavaScript,3
Person 457,PHP,1
Person 458,R,3
Person 458,Ruby,3
Person 458,C,1
Person 458,Swift,4
Person 458,Python,3
Person 458,Kotlin,2
Person 459,R,5
Person 459,Java,1
Person 459,Go,1
Person 459,C,2
Person 459,C++,1
Person 459,Ruby,5
Person 459,Swift,4
Person 459,Python,3
Person 459,Kotlin,2
Person 460,JavaScript,1
Person 460,Kotlin,4
Person 460,C++,4
Person 460,Java,5
Person 460,Ruby,1
Person 460,Go,2
Person 461,Java,1
Person 461,C,1
Person 461,Kotlin,3
Person 461,R,5
Person 461,Swift,2
Person 461,Ruby,3
Person 462,Ruby,1
Person 462,Go,2
Person 462,Swift,5
Person 463,Java,3
Person 463,JavaScript,1
Person 463,C++,3
Person 463,Kotlin,2
Person 463,PHP,5
Person 463,Python,2
Person 463,Go,1
Person 464,Kotlin,3
Person 465,Java,3
Person 465,Ruby,4
Person 465,Swift,5
Person 465,C,1
Person 465,R,4
Person 465,Go,2
Person 465,Kotlin,4
Person 465,C++,5
Person 465,Python,3
Person 466,Go,5
Person 467,Swift,4
Person 467,C++,1
Person 467,C,3
Person 468,Ruby,4
Person 469,Kotlin,3
Person 469,C,3
Person 469,Swift,2
Person 469,Python,3
Person 469,C++,2
Person 469,JavaScript,4
Person 469,Java,3
Person 469,Go,3
Person 470,JavaScript,4
Person 470,Python,4
Person 470,Java,1
Person 470,Kotlin,2
Person 471,Swift,3
Person 471,Ruby,3
Person 471,C,5
Person 471,JavaScript,4
Person 471,Kotlin,5
Person 471,Java,5
Person 471,R,2
Person 471,Go,5
Person 471,PHP,2
Person 472,Go,4
Person 472,JavaScript,2
Person 473,Python,2
Person 473,R,5
Person 474,C,1
Person 474,JavaScript,3
Person 474,PHP,4
Person 474,R,2
Person 474,Swift,2
Person 474,Java,2
Person 474,C++,3
Person 474,Kotlin,2
Person 474,Ruby,3
Person 475,PHP,3
Person 475,Ruby,1
Person 475,Java,1
Person 475,Swift,3
Person 475,Python,2
Person 475,C,3
Person 475,JavaScript,5
Person 475,C++,5
Person 475,Go,1
Person 476,C,3
Person 476,R,1
Person 476,Swift,2
Person 476,Ruby,5
Person 476,JavaScript,2
Person 476,C++,1
Person 476,PHP,5
Person 476,Go,3
Person 477,Swift,1
Person 477,Java,5
Person 477,PHP,3
Person 477,Ruby,1
Person 477,Go,4
Person 477,R,3
Person 478,C,2
Person 478,R,3
Person 478,Kotlin,5
Person 478,C++,4
Person 478,Ruby,2
Person 479,C,5
Person 479,JavaScript,1
Person 479,Ruby,1
Person 479,Python,2
Person 479,R,1
Person 479,C++,5
Person 479,Swift,1
Person 479,Java,3
Person 479,PHP,4
Person 480,Swift,2
Person 480,Python,1
Person 480,R,5
Person 481,PHP,4
Person 481,Java,5
Person 482,R,3
Person 482,Go,4
Person 483,PHP,5
Person 483,Ruby,3
Person 483,C,5
Person 483,Java,1
Person 483,C++,3
Person 484,JavaScript,1
Person 484,Kotlin,5
Person 485,C++,3
Person 485,Go,4
Person 485,Python,4
Person 485,C,3
Person 486,Swift,5
Person 486,Kotlin,2
Person 486,R,3
Person 486,PHP,2
Person 486,Python,3
Person 486,C,1
Person 486,Ruby,2
Person 487,C++,4
Person 487,Swift,1
Person 487,Go,1
Person 487,JavaScript,2
